,CellType,x_global,y_global
embryo1_Pos16_cell161_z2,Spinal cord,1654.30972353179,1450.66106377963
embryo1_Pos16_cell162_z2,Spinal cord,1654.140625,1423.30688476562
embryo1_Pos16_cell163_z2,Spinal cord,1654.32313559089,1432.78533849582
embryo1_Pos16_cell164_z2,Spinal cord,1654.22312557969,1437.62921504887
embryo1_Pos16_cell165_z2,Spinal cord,1654.86663016338,1431.54107163053
embryo1_Pos16_cell166_z2,Spinal cord,1654.69234188719,1451.46484798365
embryo1_Pos16_cell167_z2,Spinal cord,1654.66417451746,1449.54515206473
embryo1_Pos16_cell168_z2,Spinal cord,1654.61598170623,1422.35675281787
embryo1_Pos16_cell169_z2,Spinal cord,1654.63467928956,1452.42514145291
embryo1_Pos16_cell17_z2,Intermediate mesoderm,1644.27330186632,1450.41818033854
embryo1_Pos16_cell170_z2,Spinal cord,1654.95235472687,1438.90202390686
embryo1_Pos16_cell171_z2,Spinal cord,1655.228399014,1425.04698899052
embryo1_Pos16_cell172_z2,Spinal cord,1655.14341334293,1436.4861744449
embryo1_Pos16_cell173_z2,Spinal cord,1654.88148687694,1443.23675385783
embryo1_Pos16_cell174_z2,Spinal cord,1655.1318988746,1426.52714387283
embryo1_Pos16_cell175_z2,Spinal cord,1655.19747391713,1433.4647998665
embryo1_Pos16_cell176_z2,Spinal cord,1654.9288273738,1445.06335261418
embryo1_Pos16_cell177_z2,Spinal cord,1655.11664525082,1423.40734837582
embryo1_Pos16_cell178_z2,Spinal cord,1655.41114494673,1442.38568442858
embryo1_Pos16_cell179_z2,Spinal cord,1654.93280707465,1446.26483832465
embryo1_Pos16_cell180_z2,Spinal cord,1655.1884765625,1440.7021484375
embryo1_Pos16_cell181_z2,Spinal cord,1656.03390061293,1444.1866762735
embryo1_Pos16_cell182_z2,Spinal cord,1655.87623117309,1429.93041611461
embryo1_Pos16_cell183_z2,Spinal cord,1655.69316367188,1428.58756054688
embryo1_Pos16_cell185_z2,Spinal cord,1655.63435872396,1450.28881835938
embryo1_Pos16_cell186_z2,NMP,1656.2529527074,1441.35695855899
embryo1_Pos16_cell187_z2,Spinal cord,1656.37924542523,1447.05004030778
embryo1_Pos16_cell188_z2,Spinal cord,1656.14461791709,1448.46753609429
embryo1_Pos16_cell189_z2,Spinal cord,1656.38287768514,1451.93183213166
embryo1_Pos16_cell19_z2,NMP,1644.48238332648,1452.72475071957
embryo1_Pos16_cell190_z2,Spinal cord,1656.32158912961,1437.97067193523
embryo1_Pos16_cell191_z2,Spinal cord,1656.2372038955,1439.78205708262
embryo1_Pos16_cell192_z2,Spinal cord,1656.10120948019,1423.24026326986
embryo1_Pos16_cell193_z2,Spinal cord,1656.00116695788,1431.22310050589
embryo1_Pos16_cell194_z2,Spinal cord,1656.16267557347,1443.27801680637
embryo1_Pos16_cell195_z2,Spinal cord,1656.17535556891,1445.038279998
embryo1_Pos16_cell196_z2,Spinal cord,1656.14936870519,1435.46398906061
embryo1_Pos16_cell197_z2,Spinal cord,1656.31489901057,1427.77710545705
embryo1_Pos16_cell198_z2,Spinal cord,1656.24049836446,1425.62758233295
embryo1_Pos16_cell199_z2,Spinal cord,1656.74651583077,1426.43214366432
embryo1_Pos16_cell20_z2,Intermediate mesoderm,1645.25293447457,1439.12905225567
embryo1_Pos16_cell200_z2,Spinal cord,1656.30161132813,1445.84346028646
embryo1_Pos16_cell201_z2,Spinal cord,1656.22696146151,1433.56476078189
embryo1_Pos16_cell202_z2,Spinal cord,1656.41991992187,1422.30763867188
embryo1_Pos16_cell203_z2,Spinal cord,1657.22915848559,1431.84835766989
embryo1_Pos16_cell204_z2,Spinal cord,1656.85220512302,1424.90163939027
embryo1_Pos16_cell205_z2,Spinal cord,1656.88080273438,1450.19867773437
embryo1_Pos16_cell206_z2,Spinal cord,1657.35846559186,1432.71308079109
embryo1_Pos16_cell207_z2,Spinal cord,1657.07344170712,1430.71912545386
embryo1_Pos16_cell208_z2,Spinal cord,1657.67052251503,1435.01670162819
embryo1_Pos16_cell209_z2,Spinal cord,1657.0865521803,1423.86390978225
embryo1_Pos16_cell21_z2,Dermomyotome,1645.19173513365,1451.22831587358
embryo1_Pos16_cell210_z2,Spinal cord,1657.36674040629,1428.95972634761
embryo1_Pos16_cell211_z2,Spinal cord,1657.83379410416,1436.56900615773
embryo1_Pos16_cell212_z2,Spinal cord,1657.26302630157,1442.67654841125
embryo1_Pos16_cell213_z2,Spinal cord,1657.33478532758,1449.25249366091
embryo1_Pos16_cell214_z2,Spinal cord,1657.11570468919,1422.56703721084
embryo1_Pos16_cell215_z2,Spinal cord,1657.16629794399,1446.08466857157
embryo1_Pos16_cell216_z2,Spinal cord,1657.6448882965,1426.94650241061
embryo1_Pos16_cell217_z2,Spinal cord,1657.35146931068,1427.90916967542
embryo1_Pos16_cell219_z2,Spinal cord,1657.95574589378,1440.00520852128
embryo1_Pos16_cell22_z2,Presomitic mesoderm,1644.91704615543,1452.11338661595
embryo1_Pos16_cell220_z2,Spinal cord,1658.03820224484,1429.94674486152
embryo1_Pos16_cell221_z2,Spinal cord,1657.83860386097,1437.86995746485
embryo1_Pos16_cell222_z2,Spinal cord,1657.95476252858,1444.23454768483
embryo1_Pos16_cell223_z2,Spinal cord,1657.99269922978,1445.33504783501
embryo1_Pos16_cell224_z2,Spinal cord,1658.02517903646,1452.68162434896
embryo1_Pos16_cell225_z2,Spinal cord,1657.95123314581,1441.62136616946
embryo1_Pos16_cell226_z2,Spinal cord,1658.11456534402,1450.99730588679
embryo1_Pos16_cell227_z2,Spinal cord,1658.2285842204,1448.61883452724
embryo1_Pos16_cell228_z2,Spinal cord,1657.84085903825,1422.9234964305
embryo1_Pos16_cell229_z2,Spinal cord,1657.89047161797,1424.18151628572
embryo1_Pos16_cell23_z2,Dermomyotome,1645.24290534632,1450.08926923002
embryo1_Pos16_cell230_z2,Spinal cord,1658.11100688734,1425.55314555921
embryo1_Pos16_cell231_z2,Spinal cord,1658.15169481663,1446.65516591443
embryo1_Pos16_cell232_z2,Spinal cord,1658.65785047743,1422.32082790799
embryo1_Pos16_cell233_z2,Spinal cord,1658.82045626225,1447.64220808607
embryo1_Pos16_cell234_z2,Spinal cord,1658.54399113161,1449.94605039281
embryo1_Pos16_cell235_z2,Spinal cord,1658.66789544407,1428.08146328839
embryo1_Pos16_cell238_z2,Spinal cord,1659.10010425465,1442.82731883135
embryo1_Pos16_cell239_z2,Spinal cord,1659.29270406155,1452.06379478345
embryo1_Pos16_cell24_z2,Intermediate mesoderm,1645.60108109595,1446.4677596831
embryo1_Pos16_cell240_z2,Spinal cord,1658.87838220293,1423.56372588658
embryo1_Pos16_cell241_z2,Spinal cord,1659.15845174527,1427.24154019137
embryo1_Pos16_cell242_z2,Forebrain/Midbrain/Hindbrain,1658.64505945773,1432.65919212362
embryo1_Pos16_cell243_z2,Presomitic mesoderm,1659.1476763557,1438.51831054688
embryo1_Pos16_cell244_z2,Spinal cord,1659.02900477818,1424.97544642857
embryo1_Pos16_cell246_z2,Spinal cord,1659.08770124489,1426.22887385003
embryo1_Pos16_cell249_z2,Spinal cord,1659.03569335938,1445.94760742187
embryo1_Pos16_cell25_z2,Dermomyotome,1645.28150733742,1448.9645098712
embryo1_Pos16_cell254_z2,Spinal cord,1659.61310325106,1429.22977328965
embryo1_Pos16_cell256_z2,Spinal cord,1659.90519452871,1444.66687514828
embryo1_Pos16_cell257_z2,NMP,1659.84807018587,1449.77770780252
embryo1_Pos16_cell259_z2,Spinal cord,1660.15534769896,1450.9407291602
embryo1_Pos16_cell26_z2,Intermediate mesoderm,1645.39342927788,1437.67108172849
embryo1_Pos16_cell260_z2,Spinal cord,1659.81976318359,1422.99791971842
embryo1_Pos16_cell261_z2,Spinal cord,1660.06519887879,1446.31930844043
embryo1_Pos16_cell262_z2,Spinal cord,1660.30502762754,1448.83384456798
embryo1_Pos16_cell263_z2,Spinal cord,1660.79617395867,1425.41469199369
embryo1_Pos16_cell264_z2,Spinal cord,1660.06462228611,1447.85439434837
embryo1_Pos16_cell265_z2,Presomitic mesoderm,1660.46537921809,1422.30419716715
embryo1_Pos16_cell267_z2,Spinal cord,1660.57714429952,1424.14843060337
embryo1_Pos16_cell268_z2,Spinal cord,1660.11604134363,1426.62969830928
embryo1_Pos16_cell269_z2,Spinal cord,1660.42819371557,1435.94098698115
embryo1_Pos16_cell27_z2,Haematoendothelial progenitors,1645.43483162885,1436.34439899694
embryo1_Pos16_cell270_z2,Spinal cord,1660.73612771105,1428.56334902635
embryo1_Pos16_cell272_z2,Spinal cord,1660.48036561038,1426.13625005222
embryo1_Pos16_cell273_z2,Spinal cord,1660.79546604386,1427.24539410432
embryo1_Pos16_cell274_z2,Spinal cord,1660.51057514391,1438.3978464227
embryo1_Pos16_cell275_z2,Spinal cord,1660.75985977073,1452.43652822457
embryo1_Pos16_cell276_z2,Spinal cord,1660.9527266653,1429.97084814086
embryo1_Pos16_cell277_z2,Spinal cord,1661.38760112389,1432.82332044371
embryo1_Pos16_cell278_z2,Spinal cord,1661.04947658075,1443.91144722912
embryo1_Pos16_cell279_z2,Spinal cord,1660.93892483408,1446.8187259942
embryo1_Pos16_cell28_z2,Dermomyotome,1646.41936820585,1441.06596865405
embryo1_Pos16_cell280_z2,Spinal cord,1661.13560655382,1447.66912796586
embryo1_Pos16_cell281_z2,Presomitic mesoderm,1661.36917741331,1422.65508815818
embryo1_Pos16_cell282_z2,Spinal cord,1661.50163863877,1441.98418879105
embryo1_Pos16_cell283_z2,Spinal cord,1661.34872447231,1442.92693856223
embryo1_Pos16_cell284_z2,Spinal cord,1661.77633039042,1434.36710590648
embryo1_Pos16_cell285_z2,Spinal cord,1661.26163286654,1437.69339700933
embryo1_Pos16_cell287_z2,Spinal cord,1661.63691256637,1450.18893424116
embryo1_Pos16_cell288_z2,Spinal cord,1661.81079509597,1431.02753484614
embryo1_Pos16_cell289_z2,Spinal cord,1661.35856050236,1451.02892753405
embryo1_Pos16_cell290_z2,Spinal cord,1661.74240656274,1448.90757544019
embryo1_Pos16_cell291_z2,Spinal cord,1661.61889358656,1435.67508215296
embryo1_Pos16_cell292_z2,Spinal cord,1661.81542651684,1445.05731808881
embryo1_Pos16_cell294_z2,Spinal cord,1662.27675997928,1446.51808681429
embryo1_Pos16_cell295_z2,Spinal cord,1662.14399467233,1452.28930220976
embryo1_Pos16_cell296_z2,Presomitic mesoderm,1662.01643159118,1423.30411454213
embryo1_Pos16_cell297_z2,Spinal cord,1661.8193581321,1438.20877194095
embryo1_Pos16_cell30_z2,Haematoendothelial progenitors,1645.94639081178,1430.90327678802
embryo1_Pos16_cell300_z2,Spinal cord,1662.31022486893,1436.63165019596
embryo1_Pos16_cell301_z2,Spinal cord,1661.79583051868,1427.60542285891
embryo1_Pos16_cell302_z2,Spinal cord,1662.39055034543,1426.9299292194
embryo1_Pos16_cell303_z2,Presomitic mesoderm,1662.78625204397,1424.38616601028
embryo1_Pos16_cell304_z2,Spinal cord,1662.41348568424,1428.30427702181
embryo1_Pos16_cell305_z2,Spinal cord,1662.38259226125,1429.56290803923
embryo1_Pos16_cell306_z2,Spinal cord,1662.32657717249,1440.39338751732
embryo1_Pos16_cell307_z2,Spinal cord,1662.6737763093,1443.89908402919
embryo1_Pos16_cell308_z2,Spinal cord,1662.8520047433,1425.4555687314
embryo1_Pos16_cell310_z2,Spinal cord,1662.67251110338,1451.4219867027
embryo1_Pos16_cell311_z2,Spinal cord,1662.81336263021,1448.41271158854
embryo1_Pos16_cell312_z2,Presomitic mesoderm,1662.9954411533,1422.67043451848
embryo1_Pos16_cell314_z2,Spinal cord,1663.51476677641,1449.81438169521
embryo1_Pos16_cell315_z2,Spinal cord,1663.51703357259,1437.9874676721
embryo1_Pos16_cell317_z2,Forebrain/Midbrain/Hindbrain,1662.65337939676,1435.31696030429
embryo1_Pos16_cell318_z2,Spinal cord,1662.84024135045,1433.50784179688
embryo1_Pos16_cell32_z2,Dermomyotome,1646.11701136512,1443.35919614489
embryo1_Pos16_cell321_z2,Presomitic mesoderm,1663.57850477431,1426.21677749876
embryo1_Pos16_cell323_z2,Spinal cord,1663.2289650657,1445.10688920455
embryo1_Pos16_cell324_z2,Spinal cord,1663.52924963802,1434.42738482131
embryo1_Pos16_cell325_z2,Spinal cord,1663.52326221955,1447.49780273438
embryo1_Pos16_cell326_z2,Dermomyotome,1663.70397357689,1428.62824911378
embryo1_Pos16_cell327_z2,Spinal cord,1663.62917631706,1435.91915056347
embryo1_Pos16_cell328_z2,Spinal cord,1663.81775752721,1451.07625910727
embryo1_Pos16_cell329_z2,Spinal cord,1664.1209375,1440.32067708333
embryo1_Pos16_cell33_z2,Dermomyotome,1645.81988769531,1452.43237304688
embryo1_Pos16_cell330_z2,Spinal cord,1663.72398150276,1452.40145852482
embryo1_Pos16_cell331_z2,Intermediate mesoderm,1664.29393438083,1429.89002768235
embryo1_Pos16_cell332_z2,Presomitic mesoderm,1664.02764939649,1423.54170787978
embryo1_Pos16_cell333_z2,Presomitic mesoderm,1664.44847654075,1427.13065655885
embryo1_Pos16_cell334_z2,Spinal cord,1663.65831319518,1446.22252135196
embryo1_Pos16_cell335_z2,Spinal cord,1663.91978426847,1439.22214577415
embryo1_Pos16_cell336_z2,Spinal cord,1663.99404467868,1448.45536216409
embryo1_Pos16_cell338_z2,Spinal cord,1664.28427829583,1443.52624817745
embryo1_Pos16_cell339_z2,Spinal cord,1663.98257107205,1444.33464898003
embryo1_Pos16_cell34_z2,Dermomyotome,1646.24311014393,1444.77863344211
embryo1_Pos16_cell340_z2,Spinal cord,1664.45735301482,1442.54072140425
embryo1_Pos16_cell341_z2,Presomitic mesoderm,1664.06663434382,1422.3974276977
embryo1_Pos16_cell342_z2,Spinal cord,1664.26224040299,1446.97705605047
embryo1_Pos16_cell343_z2,Spinal cord,1664.74487304688,1435.44652000633
embryo1_Pos16_cell344_z2,Spinal cord,1664.45257778825,1445.43172761764
embryo1_Pos16_cell345_z2,Presomitic mesoderm,1664.75520331939,1424.46746450126
embryo1_Pos16_cell346_z2,Presomitic mesoderm,1665.01470752176,1425.60222803403
embryo1_Pos16_cell347_z2,Presomitic mesoderm,1665.02831226391,1422.58841914921
embryo1_Pos16_cell348_z2,Surface ectoderm,1664.93808313844,1452.31205059465
embryo1_Pos16_cell350_z2,Presomitic mesoderm,1665.25314098409,1428.14099394794
embryo1_Pos16_cell352_z2,Spinal cord,1665.08766150841,1439.06467097356
embryo1_Pos16_cell353_z2,Spinal cord,1664.92837984268,1441.41284179688
embryo1_Pos16_cell354_z2,Surface ectoderm,1665.09293301545,1450.96859314988
embryo1_Pos16_cell355_z2,Surface ectoderm,1665.34637678028,1433.80418928028
embryo1_Pos16_cell356_z2,Surface ectoderm,1665.17053592566,1449.66241904255
embryo1_Pos16_cell357_z2,Surface ectoderm,1665.58578358526,1444.14115308679
embryo1_Pos16_cell358_z2,Spinal cord,1665.40710449219,1437.24680397727
embryo1_Pos16_cell359_z2,Surface ectoderm,1665.72485297006,1430.99208193305
embryo1_Pos16_cell361_z2,Presomitic mesoderm,1665.71310555222,1423.12652118389
embryo1_Pos16_cell362_z2,Presomitic mesoderm,1665.75721679687,1429.25821597451
embryo1_Pos16_cell363_z2,Gut tube,1665.44629320048,1445.81446278028
embryo1_Pos16_cell364_z2,Spinal cord,1665.70715513144,1440.49349948419
embryo1_Pos16_cell365_z2,Surface ectoderm,1666.05926326009,1435.88454865083
embryo1_Pos16_cell366_z2,Presomitic mesoderm,1665.87374701382,1424.5157601853
embryo1_Pos16_cell367_z2,Surface ectoderm,1666.0219037005,1432.83263321505
embryo1_Pos16_cell368_z2,Mixed mesenchymal mesoderm,1666.24406276394,1452.02899994721
embryo1_Pos16_cell369_z2,Surface ectoderm,1666.07357144137,1437.96166992188
embryo1_Pos16_cell370_z2,Presomitic mesoderm,1666.20639648438,1426.75239257812
embryo1_Pos16_cell371_z2,Gut tube,1666.18866849695,1441.43664166912
embryo1_Pos16_cell372_z2,Surface ectoderm,1666.20216873423,1439.20769872235
embryo1_Pos16_cell374_z2,Mixed mesenchymal mesoderm,1666.13589253945,1449.72287041692
embryo1_Pos16_cell375_z2,Surface ectoderm,1666.54454786337,1444.80074793893
embryo1_Pos16_cell376_z2,Presomitic mesoderm,1667.22199322851,1425.47902497422
embryo1_Pos16_cell377_z2,Intermediate mesoderm,1667.01449046415,1428.30899426828
embryo1_Pos16_cell379_z2,Presomitic mesoderm,1667.33494109942,1424.0410053092
embryo1_Pos16_cell38_z2,Dermomyotome,1646.46763060004,1437.87298508007
embryo1_Pos16_cell380_z2,Mixed mesenchymal mesoderm,1667.03378974594,1437.86797763474
embryo1_Pos16_cell381_z2,Presomitic mesoderm,1666.94102655254,1422.50197733158
embryo1_Pos16_cell382_z2,Surface ectoderm,1666.55034179688,1429.02573242188
embryo1_Pos16_cell384_z2,Mixed mesenchymal mesoderm,1667.35581287202,1440.13804175967
embryo1_Pos16_cell385_z2,Mixed mesenchymal mesoderm,1666.77273116949,1442.94615674201
embryo1_Pos16_cell386_z2,Surface ectoderm,1667.60362082381,1429.80654733549
embryo1_Pos16_cell388_z2,Presomitic mesoderm,1667.39274277798,1426.72758448401
embryo1_Pos16_cell389_z2,Mixed mesenchymal mesoderm,1667.45965783461,1443.55460182046
embryo1_Pos16_cell39_z2,Intermediate mesoderm,1646.49343039773,1449.06995738636
embryo1_Pos16_cell390_z2,Presomitic mesoderm,1668.26856378837,1422.7320210412
embryo1_Pos16_cell391_z2,Surface ectoderm,1669.23164305536,1423.84185100573
embryo1_Pos16_cell392_z2,Mixed mesenchymal mesoderm,1670.02433570437,1424.95236278908
embryo1_Pos16_cell393_z2,Surface ectoderm,1669.94945571002,1422.36884622013
embryo1_Pos16_cell40_z2,Intermediate mesoderm,1646.36099655878,1436.10674432664
embryo1_Pos16_cell41_z2,Haematoendothelial progenitors,1646.3349535393,1434.72271790167
embryo1_Pos16_cell42_z2,Dermomyotome,1646.71112551634,1450.33219681663
embryo1_Pos16_cell43_z2,Intermediate mesoderm,1646.75526222893,1451.15897162042
embryo1_Pos16_cell44_z2,Haematoendothelial progenitors,1646.94999416519,1424.06197333186
embryo1_Pos16_cell45_z2,Presomitic mesoderm,1647.13510386535,1439.69685699509
embryo1_Pos16_cell46_z2,Haematoendothelial progenitors,1647.33305959991,1423.17548571135
embryo1_Pos16_cell47_z2,Dermomyotome,1647.2786380528,1446.5303825753
embryo1_Pos16_cell48_z2,Dermomyotome,1647.69613298185,1452.05698242188
embryo1_Pos16_cell49_z2,Splanchnic mesoderm,1646.78900246542,1429.07964187372
embryo1_Pos16_cell50_z2,Intermediate mesoderm,1647.00444946289,1430.13239135742
embryo1_Pos16_cell51_z2,Presomitic mesoderm,1647.1898904425,1432.80025947829
embryo1_Pos16_cell52_z2,Gut tube,1647.12534430088,1434.05018654848
embryo1_Pos16_cell53_z2,Dermomyotome,1647.34709488207,1426.68002597947
embryo1_Pos16_cell54_z2,Intermediate mesoderm,1647.87801780666,1425.25374737181
embryo1_Pos16_cell55_z2,Dermomyotome,1647.65623837426,1434.9783812314
embryo1_Pos16_cell56_z2,Dermomyotome,1647.80416063001,1438.49351594594
embryo1_Pos16_cell57_z2,Intermediate mesoderm,1647.51076112085,1431.35612942443
embryo1_Pos16_cell58_z2,Dermomyotome,1647.34672851563,1436.49919964334
embryo1_Pos16_cell59_z2,Splanchnic mesoderm,1647.80332805029,1452.79135315275
embryo1_Pos16_cell60_z2,Dermomyotome,1648.38329464119,1442.75763502292
embryo1_Pos16_cell61_z2,Intermediate mesoderm,1647.86655026206,1429.36907201839
embryo1_Pos16_cell62_z2,Dermomyotome,1647.89900899023,1444.5451032279
embryo1_Pos16_cell63_z2,Intermediate mesoderm,1647.6221928653,1449.08590179564
embryo1_Pos16_cell64_z2,Haematoendothelial progenitors,1648.54309766389,1422.83276621832
embryo1_Pos16_cell65_z2,Intermediate mesoderm,1648.22875820229,1427.90662389733
embryo1_Pos16_cell66_z2,Presomitic mesoderm,1648.08905017888,1441.54547906323
embryo1_Pos16_cell67_z2,Dermomyotome,1648.75932465782,1437.3939842993
embryo1_Pos16_cell68_z2,Dermomyotome,1648.72424829971,1450.68141228636
embryo1_Pos16_cell69_z2,Dermomyotome,1648.59020996094,1430.39892578125
embryo1_Pos16_cell70_z2,Presomitic mesoderm,1648.26411806304,1431.89288961476
embryo1_Pos16_cell71_z2,Presomitic mesoderm,1648.97471526501,1433.3879352405
embryo1_Pos16_cell72_z2,Dermomyotome,1648.38274157997,1435.84284059186
embryo1_Pos16_cell73_z2,Presomitic mesoderm,1649.65618475906,1439.13358267135
embryo1_Pos16_cell74_z2,Dermomyotome,1649.09163178943,1447.36395089286
embryo1_Pos16_cell75_z2,Spinal cord,1648.93887106275,1448.55314437624
embryo1_Pos16_cell76_z2,Dermomyotome,1649.07625646231,1440.4469749814
embryo1_Pos16_cell77_z2,Dermomyotome,1648.53323703342,1449.15022786458
embryo1_Pos16_cell78_z2,Cranial mesoderm,1648.63852680593,1446.27794407646
embryo1_Pos16_cell79_z2,Spinal cord,1649.00437522711,1443.74009470385
embryo1_Pos16_cell8_z2,Haematoendothelial progenitors,1644.33568089262,1437.61874272773
embryo1_Pos16_cell80_z2,Presomitic mesoderm,1649.72136287246,1444.48787207788
embryo1_Pos16_cell81_z2,Presomitic mesoderm,1649.31879756714,1425.41413360552
embryo1_Pos16_cell82_z2,Intermediate mesoderm,1649.83718851024,1429.0453596444
embryo1_Pos16_cell83_z2,Spinal cord,1649.44588257143,1452.54904397729
embryo1_Pos16_cell84_z2,Presomitic mesoderm,1649.25727172435,1445.57404460191
embryo1_Pos16_cell85_z2,Intermediate mesoderm,1649.53421209555,1427.13704066994
embryo1_Pos16_cell86_z2,Dermomyotome,1649.05334721779,1436.14402802136
embryo1_Pos16_cell87_z2,Dermomyotome,1649.15274682138,1431.62822935815
embryo1_Pos16_cell88_z2,Dermomyotome,1649.55769856771,1435.28285882412
embryo1_Pos16_cell89_z2,Gut tube,1649.8211895978,1423.29149314167
embryo1_Pos16_cell9_z2,Intermediate mesoderm,1644.33414940861,1439.87887487998
embryo1_Pos16_cell90_z2,Presomitic mesoderm,1650.43598632812,1441.15639648437
embryo1_Pos16_cell91_z2,Spinal cord,1650.11487167407,1448.85188620083
embryo1_Pos16_cell92_z2,Presomitic mesoderm,1650.26946907754,1443.1452909671
embryo1_Pos16_cell93_z2,Spinal cord,1651.17767139135,1451.29833373497
embryo1_Pos16_cell94_z2,Intermediate mesoderm,1649.98189364347,1436.31075846354
embryo1_Pos16_cell95_z2,Spinal cord,1650.29234979296,1449.99026305993
embryo1_Pos16_cell96_z2,Spinal cord,1650.26745257742,1430.77057113533
embryo1_Pos16_cell97_z2,Spinal cord,1650.49693672612,1434.8787296703
embryo1_Pos16_cell98_z2,Dermomyotome,1650.26785388096,1445.86401718469
embryo1_Pos16_cell99_z2,Definitive endoderm,1650.47819583517,1422.30454651739
embryo1_Pos17_cell100_z2,Dermomyotome,1645.29284341965,1458.38896382952
embryo1_Pos17_cell101_z2,Spinal cord,1646.36604428928,1470.41597154131
embryo1_Pos17_cell102_z2,Dermomyotome,1645.42376696946,1453.8366545126
embryo1_Pos17_cell103_z2,Dermomyotome,1645.76647047701,1459.29592329014
embryo1_Pos17_cell104_z2,Spinal cord,1645.40108140242,1465.64140323078
embryo1_Pos17_cell105_z2,Spinal cord,1645.43803473716,1477.35121160963
embryo1_Pos17_cell106_z2,Spinal cord,1645.14886300223,1481.32534179687
embryo1_Pos17_cell107_z2,Dermomyotome,1645.91970358456,1461.50817153033
embryo1_Pos17_cell108_z2,Spinal cord,1645.80065821343,1472.92741035723
embryo1_Pos17_cell109_z2,Spinal cord,1645.69619844262,1483.14206532308
embryo1_Pos17_cell11_z2,Haematoendothelial progenitors,1641.1346484375,1466.16016601563
embryo1_Pos17_cell110_z2,Presomitic mesoderm,1645.71994569681,1455.68656357922
embryo1_Pos17_cell111_z2,Spinal cord,1646.39483828399,1482.36323150706
embryo1_Pos17_cell112_z2,Spinal cord,1645.94261059921,1478.55719081751
embryo1_Pos17_cell113_z2,Spinal cord,1645.94657330352,1471.62617116735
embryo1_Pos17_cell114_z2,Spinal cord,1646.41426016497,1475.77785354776
embryo1_Pos17_cell115_z2,Spinal cord,1646.22993232835,1464.29177899428
embryo1_Pos17_cell116_z2,Dermomyotome,1646.651400697,1457.61996400123
embryo1_Pos17_cell117_z2,Presomitic mesoderm,1646.27325600678,1467.42629256338
embryo1_Pos17_cell119_z2,Spinal cord,1646.22360509924,1480.96451514992
embryo1_Pos17_cell120_z2,Spinal cord,1646.56017810039,1468.82023085685
embryo1_Pos17_cell121_z2,Spinal cord,1646.2082082857,1483.74052218305
embryo1_Pos17_cell122_z2,Dermomyotome,1646.2302734375,1454.02576497396
embryo1_Pos17_cell123_z2,Dermomyotome,1647.13944875826,1455.03874372777
embryo1_Pos17_cell124_z2,Dermomyotome,1646.98273424122,1456.27991960081
embryo1_Pos17_cell125_z2,Spinal cord,1646.59271653861,1465.81513389398
embryo1_Pos17_cell126_z2,Spinal cord,1646.61674369046,1477.36474337099
embryo1_Pos17_cell127_z2,Spinal cord,1646.485997241,1480.0153780612
embryo1_Pos17_cell128_z2,Spinal cord,1646.69768992028,1460.43580716742
embryo1_Pos17_cell129_z2,Spinal cord,1646.64393224582,1474.11122427927
embryo1_Pos17_cell13_z2,Endothelium,1640.63182468983,1470.14274419356
embryo1_Pos17_cell130_z2,Spinal cord,1646.90927425737,1462.8401551579
embryo1_Pos17_cell131_z2,Spinal cord,1647.23200163294,1463.85935498847
embryo1_Pos17_cell132_z2,Spinal cord,1647.1662902832,1472.68530273438
embryo1_Pos17_cell133_z2,Spinal cord,1646.99478272896,1479.31238569138
embryo1_Pos17_cell134_z2,Dermomyotome,1647.45515098372,1453.3049137455
embryo1_Pos17_cell135_z2,Spinal cord,1646.86508663325,1471.57947772767
embryo1_Pos17_cell136_z2,Spinal cord,1647.60603391531,1458.7283002597
embryo1_Pos17_cell137_z2,Presomitic mesoderm,1647.42824600883,1466.82370711617
embryo1_Pos17_cell138_z2,Spinal cord,1647.32950401957,1476.75237891292
embryo1_Pos17_cell139_z2,Spinal cord,1647.03578587582,1483.72145023203
embryo1_Pos17_cell14_z2,Endothelium,1640.42718627121,1471.21112666856
embryo1_Pos17_cell140_z2,Dermomyotome,1647.75867322936,1454.12823798187
embryo1_Pos17_cell141_z2,Spinal cord,1647.34789283209,1461.61731523921
embryo1_Pos17_cell142_z2,Spinal cord,1647.35974980744,1469.51057140368
embryo1_Pos17_cell143_z2,Spinal cord,1647.42750982159,1478.38009197596
embryo1_Pos17_cell144_z2,Spinal cord,1647.60658018205,1481.12543288158
embryo1_Pos17_cell145_z2,Spinal cord,1648.09512052894,1464.79516278197
embryo1_Pos17_cell146_z2,Spinal cord,1647.85730511209,1474.34261421535
embryo1_Pos17_cell147_z2,Spinal cord,1647.86196927935,1468.07214013216
embryo1_Pos17_cell148_z2,Spinal cord,1648.23301775622,1482.99998738483
embryo1_Pos17_cell149_z2,NMP,1648.08719032689,1471.38513826069
embryo1_Pos17_cell15_z2,Dermomyotome,1640.62825335554,1472.87526722923
embryo1_Pos17_cell150_z2,Spinal cord,1648.30560245692,1462.55756470867
embryo1_Pos17_cell151_z2,Spinal cord,1648.15451502867,1465.70299301361
embryo1_Pos17_cell152_z2,Spinal cord,1648.33149003211,1460.48148244716
embryo1_Pos17_cell153_z2,Spinal cord,1648.58332358967,1476.12253759683
embryo1_Pos17_cell155_z2,Spinal cord,1648.6708843316,1473.35239474826
embryo1_Pos17_cell157_z2,Spinal cord,1648.15955990651,1469.12544425589
embryo1_Pos17_cell158_z2,Spinal cord,1648.58952727141,1472.24497638682
