SpotID	CellType
embryo1_Pos3_cell51_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell52_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell53_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell54_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell55_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell56_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell57_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell58_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell59_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell6_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell60_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell61_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell62_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell63_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell64_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell65_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell66_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell67_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell68_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell69_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell7_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell70_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell71_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell72_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell73_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell74_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell75_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell76_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell77_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell78_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell79_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell8_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell80_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell81_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell82_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell83_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell84_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell85_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell86_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell87_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell88_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell89_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell9_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell90_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell91_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell92_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell93_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell94_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell95_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell96_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell97_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell98_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos3_cell99_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell1_z2	Definitive endoderm
embryo1_Pos4_cell100_z2	Gut tube
embryo1_Pos4_cell101_z2	Cranial mesoderm
embryo1_Pos4_cell103_z2	Gut tube
embryo1_Pos4_cell104_z2	Cranial mesoderm
embryo1_Pos4_cell105_z2	Neural crest
embryo1_Pos4_cell106_z2	Cranial mesoderm
embryo1_Pos4_cell107_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell108_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell109_z2	Neural crest
embryo1_Pos4_cell11_z2	Cranial mesoderm
embryo1_Pos4_cell110_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell111_z2	Neural crest
embryo1_Pos4_cell112_z2	Cranial mesoderm
embryo1_Pos4_cell116_z2	Cranial mesoderm
embryo1_Pos4_cell117_z2	Cranial mesoderm
embryo1_Pos4_cell118_z2	Gut tube
embryo1_Pos4_cell119_z2	Cranial mesoderm
embryo1_Pos4_cell120_z2	Cranial mesoderm
embryo1_Pos4_cell121_z2	Cranial mesoderm
embryo1_Pos4_cell122_z2	Gut tube
embryo1_Pos4_cell123_z2	Cranial mesoderm
embryo1_Pos4_cell124_z2	Cranial mesoderm
embryo1_Pos4_cell125_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell126_z2	Cranial mesoderm
embryo1_Pos4_cell128_z2	Gut tube
embryo1_Pos4_cell129_z2	Cranial mesoderm
embryo1_Pos4_cell13_z2	Gut tube
embryo1_Pos4_cell130_z2	Gut tube
embryo1_Pos4_cell131_z2	Cranial mesoderm
embryo1_Pos4_cell132_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell133_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell134_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell135_z2	Cranial mesoderm
embryo1_Pos4_cell136_z2	Cranial mesoderm
embryo1_Pos4_cell137_z2	Cranial mesoderm
embryo1_Pos4_cell138_z2	Cranial mesoderm
embryo1_Pos4_cell139_z2	Cranial mesoderm
embryo1_Pos4_cell14_z2	Cranial mesoderm
embryo1_Pos4_cell140_z2	Gut tube
embryo1_Pos4_cell141_z2	Cranial mesoderm
embryo1_Pos4_cell142_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell144_z2	Cranial mesoderm
embryo1_Pos4_cell145_z2	Neural crest
embryo1_Pos4_cell146_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell147_z2	Surface ectoderm
embryo1_Pos4_cell149_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell15_z2	Gut tube
embryo1_Pos4_cell151_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell152_z2	Cranial mesoderm
embryo1_Pos4_cell153_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell154_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell157_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell158_z2	Neural crest
embryo1_Pos4_cell159_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell160_z2	Cranial mesoderm
embryo1_Pos4_cell161_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell162_z2	Surface ectoderm
embryo1_Pos4_cell163_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell164_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell165_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell166_z2	Surface ectoderm
embryo1_Pos4_cell167_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell168_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell169_z2	Surface ectoderm
embryo1_Pos4_cell17_z2	Cranial mesoderm
embryo1_Pos4_cell170_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell171_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell172_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell173_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell174_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell175_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell177_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell178_z2	Endothelium
embryo1_Pos4_cell179_z2	Cranial mesoderm
embryo1_Pos4_cell18_z2	Gut tube
embryo1_Pos4_cell180_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell181_z2	Surface ectoderm
embryo1_Pos4_cell182_z2	Endothelium
embryo1_Pos4_cell183_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell184_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell185_z2	Surface ectoderm
embryo1_Pos4_cell186_z2	Cranial mesoderm
embryo1_Pos4_cell187_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell188_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell189_z2	Endothelium
embryo1_Pos4_cell19_z2	Gut tube
embryo1_Pos4_cell191_z2	Cranial mesoderm
embryo1_Pos4_cell192_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell193_z2	Endothelium
embryo1_Pos4_cell194_z2	Cranial mesoderm
embryo1_Pos4_cell195_z2	Cranial mesoderm
embryo1_Pos4_cell196_z2	Cranial mesoderm
embryo1_Pos4_cell197_z2	Cranial mesoderm
embryo1_Pos4_cell198_z2	Endothelium
embryo1_Pos4_cell199_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell2_z2	Definitive endoderm
embryo1_Pos4_cell20_z2	Gut tube
embryo1_Pos4_cell200_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell201_z2	Surface ectoderm
embryo1_Pos4_cell202_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell203_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell205_z2	Endothelium
embryo1_Pos4_cell206_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell207_z2	Cranial mesoderm
embryo1_Pos4_cell209_z2	Surface ectoderm
embryo1_Pos4_cell21_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell210_z2	Haematoendothelial progenitors
embryo1_Pos4_cell211_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell213_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell214_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell215_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell217_z2	Endothelium
embryo1_Pos4_cell218_z2	Cranial mesoderm
embryo1_Pos4_cell219_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell220_z2	Cranial mesoderm
embryo1_Pos4_cell221_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell222_z2	Neural crest
embryo1_Pos4_cell223_z2	Cranial mesoderm
embryo1_Pos4_cell224_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell225_z2	Cranial mesoderm
embryo1_Pos4_cell226_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell227_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell228_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell23_z2	Gut tube
embryo1_Pos4_cell230_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell231_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell232_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell233_z2	Cranial mesoderm
embryo1_Pos4_cell234_z2	Endothelium
embryo1_Pos4_cell235_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell237_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell238_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell239_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell24_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell240_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell241_z2	Endothelium
embryo1_Pos4_cell242_z2	Cranial mesoderm
embryo1_Pos4_cell243_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell244_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell245_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell246_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell247_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell249_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell25_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell252_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell253_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell254_z2	Cranial mesoderm
embryo1_Pos4_cell255_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell256_z2	Neural crest
embryo1_Pos4_cell260_z2	Cranial mesoderm
embryo1_Pos4_cell262_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell264_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell266_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell269_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell27_z2	Gut tube
embryo1_Pos4_cell270_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell271_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell272_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell274_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell275_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell276_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell277_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell278_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell28_z2	Cranial mesoderm
embryo1_Pos4_cell280_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell281_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell282_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell283_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell284_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell286_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell287_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell288_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell289_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell29_z2	Gut tube
embryo1_Pos4_cell292_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell293_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell295_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell298_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell299_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell3_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell30_z2	Cranial mesoderm
embryo1_Pos4_cell301_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell302_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell303_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell304_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell306_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell307_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell309_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell31_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell310_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell311_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell312_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell313_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell317_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell318_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell32_z2	Gut tube
embryo1_Pos4_cell320_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell321_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell322_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell325_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell326_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell327_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell328_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell329_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell33_z2	Gut tube
embryo1_Pos4_cell330_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell331_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell332_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell333_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell334_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell335_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell336_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell337_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell338_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell34_z2	Cranial mesoderm
embryo1_Pos4_cell340_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell342_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell343_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell344_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell346_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell347_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell348_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell349_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell35_z2	Cranial mesoderm
embryo1_Pos4_cell350_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell351_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell352_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell353_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell354_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell355_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell356_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell357_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell358_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell359_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell360_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell361_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell362_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell363_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell364_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell365_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell367_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell368_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell369_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell37_z2	Cranial mesoderm
embryo1_Pos4_cell370_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell371_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell372_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell373_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell374_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell375_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell376_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell377_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell378_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell379_z2	Neural crest
embryo1_Pos4_cell38_z2	Gut tube
embryo1_Pos4_cell380_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell381_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell382_z2	Spinal cord
embryo1_Pos4_cell383_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell384_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell385_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell387_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell388_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell39_z2	Gut tube
embryo1_Pos4_cell390_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell391_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell392_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell393_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell394_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell395_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell396_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell397_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell398_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell399_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell40_z2	Cranial mesoderm
embryo1_Pos4_cell400_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell402_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell403_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell404_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell406_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell407_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell408_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell409_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell41_z2	Gut tube
embryo1_Pos4_cell410_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell413_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell414_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell415_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell416_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell417_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell418_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell419_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell42_z2	Cranial mesoderm
embryo1_Pos4_cell420_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell422_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell423_z2	Definitive endoderm
embryo1_Pos4_cell424_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell425_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell426_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell427_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell429_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell43_z2	Cranial mesoderm
embryo1_Pos4_cell430_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell431_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell433_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell434_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell435_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell436_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell437_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell438_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell439_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell44_z2	Cranial mesoderm
embryo1_Pos4_cell440_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell441_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell442_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell443_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell444_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell445_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell446_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell447_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell448_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell449_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell451_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell452_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell453_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell454_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell455_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell456_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell457_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell458_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell459_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell46_z2	Cranial mesoderm
embryo1_Pos4_cell460_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell461_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell462_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell463_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell464_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell465_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell466_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell467_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell470_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell471_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell473_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell474_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell476_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell48_z2	Cranial mesoderm
embryo1_Pos4_cell49_z2	Gut tube
embryo1_Pos4_cell50_z2	Forebrain/Midbrain/Hindbrain
embryo1_Pos4_cell51_z2	Cranial mesoderm
embryo1_Pos4_cell53_z2	Cranial mesoderm
embryo1_Pos4_cell54_z2	Cranial mesoderm
embryo1_Pos4_cell55_z2	Cranial mesoderm
embryo1_Pos4_cell56_z2	Gut tube
embryo1_Pos4_cell57_z2	Cranial mesoderm
embryo1_Pos4_cell58_z2	Cranial mesoderm
embryo1_Pos4_cell6_z2	Neural crest
embryo1_Pos4_cell60_z2	Cranial mesoderm
embryo1_Pos4_cell63_z2	Gut tube
embryo1_Pos4_cell64_z2	Cranial mesoderm
embryo1_Pos4_cell65_z2	Cranial mesoderm
embryo1_Pos4_cell66_z2	Cranial mesoderm
embryo1_Pos4_cell67_z2	Cranial mesoderm
embryo1_Pos4_cell68_z2	Cranial mesoderm
embryo1_Pos4_cell7_z2	Cranial mesoderm
embryo1_Pos4_cell72_z2	Cranial mesoderm
embryo1_Pos4_cell77_z2	Cranial mesoderm
embryo1_Pos4_cell78_z2	Cranial mesoderm
embryo1_Pos4_cell79_z2	Neural crest
embryo1_Pos4_cell80_z2	Cranial mesoderm
embryo1_Pos4_cell81_z2	Cranial mesoderm
embryo1_Pos4_cell84_z2	Cranial mesoderm
